isSoundTrack,rank,album,artist,year,url,comment
FALSE,S,"England, Half English",Billy Bragg and the Blokes,2002,https://www.robertchristgau.com/get_album.php?id=11235,"
""England, Half English,"" ""St. Monday""
"
FALSE,S,A Night on Earth,Brave Combo,1990,https://www.robertchristgau.com/get_album.php?id=10391,"
""A Night on Earth""
"
FALSE,S,"One Jug of Wine, Two Vessels",Bright Eyes/Neva Dinova,2010,https://www.robertchristgau.com/get_album.php?id=15080,"
""I Know You""
"
FALSE,S,Last of the Old Time,Chuck Brodsky,2000,https://www.robertchristgau.com/get_album.php?id=10761,"
""Gone to Heaven""; ""Bonehead Merkle""
"
FALSE,S,You Forgot It in People,Broken Social Scene,2003,https://www.robertchristgau.com/get_album.php?id=12254,"
""Almost Crimes (Radio Kills Remix)""
"
FALSE,S,The Lost Sessions,Garth Brooks,2007,https://www.robertchristgau.com/get_album.php?id=13715,"
""Please Operator (Could You Trace This Call)""
"
FALSE,S,Bobby,Bobby Brown,1992,https://www.robertchristgau.com/get_album.php?id=10393,"
""That's the Way Love Is""
"
FALSE,S,Exclusive,Chris Brown,2007,https://www.robertchristgau.com/get_album.php?id=13884,"
""Down,"" ""Hold Up""
"
FALSE,S,Love Over-Due,James Brown,1991,https://www.robertchristgau.com/get_album.php?id=10394,"
""Teardrops on Your Letter""
"
FALSE,S,Mixed Bag,Junior Brown,2001,https://www.robertchristgau.com/get_album.php?id=11146,"
""Cagey Bea""
"
FALSE,S,Buckcherry,Buckcherry,1999,https://www.robertchristgau.com/get_album.php?id=10395,"
""Lit Up""
"
FALSE,S,Joe Budden,Joe Budden,2003,https://www.robertchristgau.com/get_album.php?id=12040,"
""U Ain't Gotta Go Home,"" ""Calm Down""
"
FALSE,S,Make Do With What You Got,Solomon Burke,2005,https://www.robertchristgau.com/get_album.php?id=12774,"
""I Need Your Love in My Life""
"
FALSE,S,Paspanga,Burkina Electric,2010,https://www.robertchristgau.com/get_album.php?id=14950,"
""Bobo Yengu""; ""To Mi To Zi""; ""Ca va chauffer""
"
FALSE,S,That Depends on What You Know: The Crepescularium,Burnt Sugar,2002,https://www.robertchristgau.com/get_album.php?id=11632,"
""If There's a Hell Below""
"
FALSE,S,Homeland,Henry Butler,2004,https://www.robertchristgau.com/get_album.php?id=12357,"
""Henry's Boogie,"" ""Jump to the Rhythm""
"
FALSE,S,Trade Test Transmissions,Buzzcocks,1993,https://www.robertchristgau.com/get_album.php?id=10397,"
""Palm of Your Hand""
"
FALSE,S,The Bytches,BWP,1991,https://www.robertchristgau.com/get_album.php?id=10398,"
""Two Minute Brother""
"
FALSE,S,Bittersweet,Blu Cantrell,2003,https://www.robertchristgau.com/get_album.php?id=12144,"
""Make Me Wanna Scream,"" ""Sleep in the Middle""
"
FALSE,S,When the Roses Bloom Again,Laura Cantrell,2002,https://www.robertchristgau.com/get_album.php?id=11752,"
""If It's All the Same to You,"" ""Don't Break the Heart""
"
FALSE,S,Trains and Boats and Planes,Laura Cantrell,2008,https://www.robertchristgau.com/get_album.php?id=14178,"
""Love Vigilantes,"" ""Trains and Boats and Planes,"" ""Howard Hughes Blues""
"
FALSE,S,Wail and Ride,Grayson Capps,2006,https://www.robertchristgau.com/get_album.php?id=13559,"
""Ed Lee""
"
FALSE,S,Life,The Cardigans,1996,https://www.robertchristgau.com/get_album.php?id=10399,"
""Hey! Get Out of My Way""; ""Daddy's Car""; ""Sabbath Bloody Sabbath""
"
