word,frequency
good,58
new,49
great,30
bad,25
old,24
little,24
own,22
other,21
only,20
much,20
ai n't,20
i 'll,18
real,18
young,18
big,17
first,17
hard,17
white,17
such,17
few,16
sure,15
single,14
black,14
musical,13
many,13
second,12
live,12
vocal,12
last,12
next,11
same,11
wrong,10
i ca n't,10
heavy,10
top,9
artistic,9
long,9
american,9
david,9
commercial,9
happy,9
sweet,9
nice,9
rich,9
serious,9
occasional,8
dead,8
interesting,8
professional,8
true,8
